Адрес,Порт,Пакеты,Байты,Пакетов отправлено,Байтов отправлено,Пакетов получено,Байтов получено
"192.168.31.21",64337,11,842,6,383,5,459
"192.168.31.21",64338,11,794,6,383,5,411
"192.168.31.21",64339,11,755,6,383,5,372
"192.168.31.21",64340,11,842,6,383,5,459
"192.168.31.21",64341,11,794,6,383,5,411
"192.168.31.21",64342,11,755,6,383,5,372
"192.168.31.21",64343,11,816,6,370,5,446
"192.168.31.21",64344,11,800,6,370,5,430
"192.168.31.21",64345,11,729,6,370,5,359
"192.168.31.21",64346,11,846,6,385,5,461
"192.168.31.21",64347,11,798,6,385,5,413
"192.168.31.21",64348,11,759,6,385,5,374
"192.168.31.21",64349,11,846,6,385,5,461
"192.168.31.21",64350,11,798,6,385,5,413
"192.168.31.21",64351,11,759,6,385,5,374
"192.168.31.21",64352,11,758,6,383,5,375
"192.168.31.21",64353,11,746,6,383,5,363
"192.168.31.21",64354,11,790,6,383,5,407
"192.168.31.21",64355,11,774,6,376,5,398
"192.168.31.21",64356,11,788,6,376,5,412
"192.168.31.21",64357,11,803,6,376,5,427
"192.168.31.21",64358,11,734,6,371,5,363
"192.168.31.21",64359,11,722,6,371,5,351
"192.168.31.21",64360,11,763,6,371,5,392
"192.168.31.21",64361,11,760,6,370,5,390
"192.168.31.21",64362,11,800,6,370,5,430
"192.168.31.21",64363,11,760,6,370,5,390
"192.168.31.21",64364,11,752,6,380,5,372
"192.168.31.21",64365,11,740,6,380,5,360
"192.168.31.21",64366,11,781,6,380,5,401
"192.168.31.21",64367,11,849,6,376,5,473
"192.168.31.21",64368,11,833,6,376,5,457
"192.168.31.21",64369,11,787,6,376,5,411
"192.168.31.21",64372,51,15597,23,4902,28,10695
"192.168.31.21",64373,11,829,6,376,5,453
"192.168.31.21",64374,11,762,6,376,5,386
"192.168.31.21",64375,11,829,6,376,5,453
"192.168.31.21",64376,11,767,6,373,5,394
"192.168.31.21",64377,11,726,6,373,5,353
"192.168.31.21",64378,11,767,6,373,5,394
"192.168.31.21",64379,31,9187,15,3318,16,5869
"192.168.31.21",64380,18,5794,10,2881,8,2913
"192.168.31.21",64381,11,842,6,383,5,459
"192.168.31.21",64382,11,970,6,383,5,587
"192.168.31.21",64383,11,787,6,383,5,404
"192.168.31.21",64390,127,44531,60,23293,67,21238
"192.168.31.21",64391,18,8334,9,2373,9,5961
"192.168.31.21",64392,18,8297,9,2341,9,5956
"192.168.31.21",64393,18,5829,10,2895,8,2934
"192.168.31.21",64394,11,759,6,372,5,387
"192.168.31.21",64395,11,747,6,372,5,375
"192.168.31.21",64396,11,765,6,372,5,393
"192.168.31.21",64399,42,10808,20,3686,22,7122
"192.168.31.21",64400,11,838,6,381,5,457
"192.168.31.21",64401,11,790,6,381,5,409
"192.168.31.21",64402,11,808,6,381,5,427
"192.168.31.21",64404,18,5780,10,2873,8,2907
"192.168.31.21",64406,40,6946,19,3675,21,3271
"192.168.31.21",64407,19,4776,9,2617,10,2159
"192.168.31.21",64408,46,26841,24,12412,22,14429
"192.168.31.21",64409,11,752,6,380,5,372
"192.168.31.21",64410,11,740,6,380,5,360
"192.168.31.21",64411,11,781,6,380,5,401
"192.168.31.21",64414,51,12542,25,4659,26,7883
"192.168.31.21",64415,18,5782,10,2857,8,2925
"192.168.31.21",64416,11,850,6,375,5,475
"192.168.31.21",64417,11,834,6,375,5,459
"192.168.31.21",64418,11,788,6,375,5,413
"192.168.31.21",64419,11,726,6,367,5,359
"192.168.31.21",64420,11,714,6,367,5,347
"192.168.31.21",64421,11,758,6,367,5,391
"192.168.31.21",64422,11,829,6,376,5,453
"192.168.31.21",64423,11,762,6,376,5,386
"192.168.31.21",64424,11,803,6,376,5,427
"192.168.31.21",64425,11,756,6,382,5,374
"192.168.31.21",64426,11,744,6,382,5,362
"192.168.31.21",64427,11,778,6,382,5,396
"192.168.31.21",64428,11,818,6,371,5,447
"192.168.31.21",64429,11,802,6,371,5,431
"192.168.31.21",64430,11,756,6,371,5,385
"192.168.31.21",64431,11,774,6,376,5,398
"192.168.31.21",64432,11,762,6,376,5,386
"192.168.31.21",64433,11,803,6,376,5,427
"192.168.31.21",64434,11,774,6,376,5,398
"192.168.31.21",64435,11,762,6,376,5,386
"192.168.31.21",64436,11,829,6,376,5,453
"192.168.31.21",64439,55,12262,27,4683,28,7579
"192.168.31.21",64440,18,5794,10,2881,8,2913
"192.168.31.21",64441,11,760,6,371,5,389
"192.168.31.21",64442,11,748,6,371,5,377
"192.168.31.21",64443,11,782,6,371,5,411
"192.168.31.21",64444,11,760,6,372,5,388
"192.168.31.21",64445,11,724,6,372,5,352
"192.168.31.21",64446,11,760,6,372,5,388
"192.168.31.21",64447,32,10024,15,5795,17,4229
"192.168.31.21",64448,11,734,6,371,5,363
"192.168.31.21",64449,11,722,6,371,5,351
"192.168.31.21",64450,11,763,6,371,5,392
"192.168.31.21",64451,11,726,6,367,5,359
"192.168.31.21",64452,11,714,6,367,5,347
"192.168.31.21",64453,11,758,6,367,5,391
"192.168.31.21",64456,64,22906,29,4526,35,18380
"192.168.31.21",64457,18,5781,10,2895,8,2886
"192.168.31.21",64458,11,829,6,376,5,453
"192.168.31.21",64459,11,762,6,376,5,386
"192.168.31.21",64460,11,829,6,376,5,453
"192.168.31.21",64461,11,732,6,370,5,362
"192.168.31.21",64462,11,768,6,370,5,398
"192.168.31.21",64463,11,771,6,370,5,401
"192.168.31.21",64464,28,17838,14,6920,14,10918
"192.168.31.21",64465,11,816,6,370,5,446
"192.168.31.21",64466,11,800,6,370,5,430
"192.168.31.21",64467,11,729,6,370,5,359
"192.168.31.21",64468,11,816,6,370,5,446
"192.168.31.21",64469,11,800,6,370,5,430
"192.168.31.21",64470,11,761,6,370,5,391
"192.168.31.21",64471,11,816,6,370,5,446
"192.168.31.21",64472,11,800,6,370,5,430
"192.168.31.21",64473,11,729,6,370,5,359
"192.168.31.21",64478,43,9974,22,4397,21,5577
"192.168.31.21",64479,57,20417,28,13760,29,6657
"192.168.31.21",64481,18,5700,10,2805,8,2895
"192.168.31.21",64482,22,5074,15,3168,7,1906
"192.168.31.21",64483,11,836,6,380,5,456
"192.168.31.21",64484,11,820,6,380,5,440
"192.168.31.21",64485,11,781,6,380,5,401
"192.168.31.21",64488,34,9229,18,5124,16,4105
"192.168.31.21",64489,20,5967,11,2976,9,2991
"192.168.31.21",64490,40,13410,22,3441,18,9969
"192.168.31.21",64491,43,37384,28,25593,15,11791
"192.168.31.21",64492,11,760,6,370,5,390
"192.168.31.21",64493,11,800,6,370,5,430
"192.168.31.21",64494,11,760,6,370,5,390
"192.168.31.21",64495,11,726,6,367,5,359
"192.168.31.21",64496,11,714,6,367,5,347
"192.168.31.21",64497,11,758,6,367,5,391
"192.168.31.21",64498,11,829,6,376,5,453
"192.168.31.21",64499,11,788,6,376,5,412
"192.168.31.21",64500,11,829,6,376,5,453
"192.168.31.21",64501,11,734,6,371,5,363
"192.168.31.21",64502,11,722,6,371,5,351
"192.168.31.21",64503,11,763,6,371,5,392
"192.168.31.21",64504,11,774,6,376,5,398
"192.168.31.21",64505,11,788,6,376,5,412
"192.168.31.21",64506,11,803,6,376,5,427
"192.168.31.21",64509,44,12892,23,5359,21,7533
"192.168.31.21",64510,16,3835,9,2585,7,1250
"192.168.31.21",64511,11,752,6,366,5,386
"192.168.31.21",64512,11,840,6,366,5,474
"192.168.31.21",64513,11,752,6,366,5,386
"192.168.31.21",64514,11,726,6,367,5,359
"192.168.31.21",64515,11,714,6,367,5,347
"192.168.31.21",64516,11,758,6,367,5,391
"192.168.31.21",64517,10,1035,5,520,5,515
"192.168.31.21",64518,10,1033,5,518,5,515
"192.168.31.21",64519,11,832,6,378,5,454
"192.168.31.21",64520,11,784,6,378,5,406
"192.168.31.21",64521,11,777,6,378,5,399
"192.168.31.21",64522,11,762,6,368,5,394
"192.168.31.21",64523,11,748,6,368,5,380
"192.168.31.21",64524,11,762,6,368,5,394
"192.168.31.21",64525,23,7284,11,3258,12,4026
"192.168.31.21",64526,11,774,6,376,5,398
"192.168.31.21",64527,11,762,6,376,5,386
"192.168.31.21",64528,11,829,6,376,5,453
"192.168.31.21",64529,11,760,6,370,5,390
"192.168.31.21",64530,11,800,6,370,5,430
"192.168.31.21",64531,11,760,6,370,5,390
"192.168.31.21",64532,11,726,6,367,5,359
"192.168.31.21",64533,11,714,6,367,5,347
"192.168.31.21",64534,11,758,6,367,5,391
"192.168.31.21",64535,11,762,6,385,5,377
"192.168.31.21",64536,11,750,6,385,5,365
"192.168.31.21",64537,11,791,6,385,5,406
"192.168.31.21",64538,90,21590,39,7684,51,13906
"192.168.31.21",64541,37,6953,20,4403,17,2550
"192.168.31.21",64542,20,3952,11,2746,9,1206
"192.168.31.21",64543,11,734,6,371,5,363
"192.168.31.21",64544,11,722,6,371,5,351
"192.168.31.21",64545,11,763,6,371,5,392
"192.168.31.21",64546,18,5234,9,1002,9,4232
"192.168.31.21",64547,19,5202,9,1003,10,4199
"192.168.31.21",64548,20,6832,10,1348,10,5484
"192.168.31.21",64549,18,8750,7,1570,11,7180
"192.168.31.21",64550,43,10429,22,4260,21,6169
"192.168.31.21",64551,11,850,6,375,5,475
"192.168.31.21",64552,11,834,6,375,5,459
"192.168.31.21",64553,11,788,6,375,5,413
"192.168.31.21",64554,11,726,6,367,5,359
"192.168.31.21",64555,11,714,6,367,5,347
"192.168.31.21",64556,11,758,6,367,5,391
"192.168.31.21",64557,11,746,6,377,5,369
"192.168.31.21",64558,11,734,6,377,5,357
"192.168.31.21",64559,11,775,6,377,5,398
"192.168.31.21",64560,12,3576,6,533,6,3043
"192.168.31.21",64563,11,758,6,383,5,375
"192.168.31.21",64564,11,746,6,383,5,363
"192.168.31.21",64565,11,787,6,383,5,404
"192.168.31.21",64567,77,45296,34,5458,43,39838
"192.168.31.21",64568,13,4030,6,531,7,3499
"192.168.31.21",64569,10,1067,5,552,5,515
"192.168.31.21",64570,12,1818,6,959,6,859
"192.168.31.21",64571,11,1789,5,913,6,876
"192.168.31.21",64572,11,756,6,382,5,374
"192.168.31.21",64573,11,744,6,382,5,362
"192.168.31.21",64574,11,778,6,382,5,396
"192.168.31.21",64575,11,818,6,371,5,447
"192.168.31.21",64576,11,802,6,371,5,431
"192.168.31.21",64577,11,756,6,371,5,385
"192.168.31.21",64578,13,4030,6,531,7,3499
"192.168.31.21",64579,10,1067,5,552,5,515
"192.168.31.21",64580,12,1818,6,959,6,859
"192.168.31.21",64581,12,1843,6,967,6,876
"192.168.31.21",64582,12,1818,6,959,6,859
"192.168.31.21",64583,12,1843,6,967,6,876
"192.168.31.21",64584,12,1818,6,959,6,859
"192.168.31.21",64585,11,1789,5,913,6,876
"192.168.31.21",64586,12,1818,6,959,6,859
"192.168.31.21",64587,11,1789,5,913,6,876
"192.168.31.21",64588,12,1818,6,959,6,859
"192.168.31.21",64589,12,1843,6,967,6,876
"192.168.31.21",64590,10,945,5,500,5,445
"192.168.31.21",64591,36,23510,18,10246,18,13264
"192.168.31.21",64593,12,1818,6,959,6,859
"192.168.31.21",64594,12,1843,6,967,6,876
"192.168.31.21",64595,12,1818,6,959,6,859
"192.168.31.21",64596,12,1843,6,967,6,876
"192.168.31.21",64597,23,13768,11,4496,12,9272
"192.168.31.21",64598,12,1818,6,959,6,859
"192.168.31.21",64599,12,1843,6,967,6,876
"192.168.31.21",64600,12,1818,6,959,6,859
"192.168.31.21",64601,12,1843,6,967,6,876
"192.168.31.21",64602,11,765,6,368,5,397
"192.168.31.21",64603,11,716,6,368,5,348
"192.168.31.21",64604,11,765,6,368,5,397
"192.168.31.21",64605,29,8264,13,4401,16,3863
"192.168.31.21",64606,12,1818,6,959,6,859
"192.168.31.21",64607,12,1843,6,967,6,876
"192.168.31.21",64608,12,1818,6,959,6,859
"192.168.31.21",64609,12,1843,6,967,6,876
"192.168.31.21",64610,12,1818,6,959,6,859
"192.168.31.21",64611,12,1843,6,967,6,876
"192.168.31.21",64612,12,1818,6,959,6,859
"192.168.31.21",64613,12,1843,6,967,6,876
"192.168.31.21",64614,12,1818,6,959,6,859
"192.168.31.21",64615,12,1843,6,967,6,876
"192.168.31.21",64616,12,1818,6,959,6,859
"192.168.31.21",64617,12,1843,6,967,6,876
"192.168.31.21",64618,12,1818,6,959,6,859
"192.168.31.21",64619,12,1843,6,967,6,876
"192.168.31.21",64620,12,1818,6,959,6,859
"192.168.31.21",64621,11,1789,5,913,6,876
"192.168.31.21",64622,12,1818,6,959,6,859
"192.168.31.21",64623,12,1843,6,967,6,876
"192.168.31.21",64624,12,1818,6,959,6,859
"192.168.31.21",64625,12,1843,6,967,6,876
"192.168.31.21",64626,11,1764,5,905,6,859
"192.168.31.21",64627,12,1843,6,967,6,876
"192.168.31.21",64628,12,1818,6,959,6,859
"192.168.31.21",64629,12,1843,6,967,6,876
"192.168.31.21",64630,12,1818,6,959,6,859
"192.168.31.21",64631,12,1843,6,967,6,876
"192.168.31.21",64632,12,1818,6,959,6,859
"192.168.31.21",64633,12,1843,6,967,6,876
"192.168.31.21",64634,12,1818,6,959,6,859
"192.168.31.21",64635,12,1843,6,967,6,876
"192.168.31.21",64636,12,1818,6,959,6,859
"192.168.31.21",64637,12,1843,6,967,6,876
"192.168.31.21",64638,12,1818,6,959,6,859
"192.168.31.21",64639,12,1843,6,967,6,876
"192.168.31.21",64640,12,1818,6,959,6,859
"192.168.31.21",64641,12,1843,6,967,6,876
"192.168.31.21",64642,12,1818,6,959,6,859
"192.168.31.21",64643,12,1843,6,967,6,876
"192.168.31.21",64644,12,1818,6,959,6,859
"192.168.31.21",64645,12,1843,6,967,6,876
"192.168.31.21",64646,12,1818,6,959,6,859
"192.168.31.21",64647,12,1843,6,967,6,876
"192.168.31.21",64648,12,1818,6,959,6,859
"192.168.31.21",64649,12,1843,6,967,6,876
"192.168.31.21",64650,12,1818,6,959,6,859
"192.168.31.21",64651,12,1843,6,967,6,876
"192.168.31.21",64652,11,1764,5,905,6,859
"192.168.31.21",64653,12,1843,6,967,6,876
"192.168.31.21",64654,12,1818,6,959,6,859
"192.168.31.21",64655,12,1843,6,967,6,876
"192.168.31.21",64656,12,1818,6,959,6,859
"192.168.31.21",64657,12,1843,6,967,6,876
"192.168.31.21",64658,12,1818,6,959,6,859
"192.168.31.21",64659,12,1843,6,967,6,876
"192.168.31.21",64660,12,1818,6,959,6,859
"192.168.31.21",64661,12,1843,6,967,6,876
"192.168.31.21",64662,12,1818,6,959,6,859
"192.168.31.21",64663,12,1843,6,967,6,876
"192.168.31.21",64664,12,1818,6,959,6,859
"192.168.31.21",64665,12,1843,6,967,6,876
"192.168.31.21",64666,12,1818,6,959,6,859
"192.168.31.21",64667,12,1843,6,967,6,876
"192.168.31.21",64668,12,1818,6,959,6,859
"192.168.31.21",64669,12,1843,6,967,6,876
"192.168.31.21",64670,11,1764,5,905,6,859
"192.168.31.21",64671,12,1843,6,967,6,876
"192.168.31.21",64672,12,1818,6,959,6,859
"192.168.31.21",64673,12,1843,6,967,6,876
"192.168.31.21",64674,12,1818,6,959,6,859
"192.168.31.21",64675,12,1843,6,967,6,876
"192.168.31.21",64676,12,1818,6,959,6,859
"192.168.31.21",64677,12,1843,6,967,6,876
"192.168.31.21",64678,11,800,6,390,5,410
"192.168.31.21",64679,11,776,6,390,5,386
"192.168.31.21",64680,11,803,6,390,5,413
"192.168.31.21",64683,847,844637,286,18045,561,826592
"192.168.31.21",64684,19,7299,9,2354,10,4945
"192.168.31.21",64685,12,1818,6,959,6,859
"192.168.31.21",64686,12,1843,6,967,6,876
"192.168.31.21",64687,12,1818,6,959,6,859
"192.168.31.21",64688,12,1843,6,967,6,876
"192.168.31.21",64689,12,1818,6,959,6,859
"192.168.31.21",64690,12,1843,6,967,6,876
"192.168.31.21",64691,12,1818,6,959,6,859
"192.168.31.21",64692,12,1843,6,967,6,876
"192.168.31.21",64693,12,1818,6,959,6,859
"192.168.31.21",64694,12,1843,6,967,6,876
"192.168.31.21",64695,12,1818,6,959,6,859
"192.168.31.21",64696,12,1843,6,967,6,876
"192.168.31.21",64697,12,1818,6,959,6,859
"192.168.31.21",64698,12,1843,6,967,6,876
"192.168.31.21",64699,11,1764,5,905,6,859
"192.168.31.21",64700,12,1843,6,967,6,876
"192.168.31.21",64701,12,1818,6,959,6,859
"192.168.31.21",64702,12,1843,6,967,6,876
"192.168.31.21",64703,1287,286355,512,90774,775,195581
"192.168.31.21",64704,14,2579,7,1175,7,1404
"192.168.31.21",64705,14,2565,7,1161,7,1404
"192.168.31.21",64706,14,2568,7,1164,7,1404
"192.168.31.21",64707,14,2573,7,1169,7,1404
"192.168.31.21",64708,527,85579,286,33893,241,51686
"192.168.31.21",64709,11,734,6,371,5,363
"192.168.31.21",64710,11,722,6,371,5,351
"192.168.31.21",64711,11,763,6,371,5,392
"192.168.31.21",64712,36,22828,15,1500,21,21328
"192.168.31.21",64715,31,5523,15,3548,16,1975
"192.168.31.21",64716,19,3892,9,2707,10,1185
"192.168.31.21",64718,42,32236,20,8732,22,23504
"192.168.31.21",64720,24,9840,11,2658,13,7182
"192.168.31.21",64721,23,9623,10,2473,13,7150
"192.168.31.21",64724,38,15736,16,3376,22,12360
"192.168.31.21",64725,22,9633,9,2483,13,7150
"192.168.31.21",64726,11,818,6,371,5,447
"192.168.31.21",64727,11,802,6,371,5,431
"192.168.31.21",64728,11,756,6,371,5,385
"192.168.31.21",64729,11,732,6,370,5,362
"192.168.31.21",64730,11,768,6,370,5,398
"192.168.31.21",64731,11,771,6,370,5,401
"192.168.31.21",64734,406,48594,203,22346,203,26248
"192.168.31.21",64735,20,4001,11,2795,9,1206
"192.168.31.21",64736,11,734,6,371,5,363
"192.168.31.21",64737,11,722,6,371,5,351
"192.168.31.21",64738,11,763,6,371,5,392
"192.168.31.21",64739,20,4833,10,2340,10,2493
"192.168.31.21",64740,89,34978,45,14121,44,20857
"192.168.31.21",64741,11,742,6,375,5,367
"192.168.31.21",64742,11,730,6,375,5,355
"192.168.31.21",64743,11,764,6,375,5,389
"192.168.31.21",64744,11,760,6,370,5,390
"192.168.31.21",64745,11,800,6,370,5,430
"192.168.31.21",64746,11,760,6,370,5,390
"192.168.31.21",64747,11,726,6,367,5,359
"192.168.31.21",64748,11,714,6,367,5,347
"192.168.31.21",64749,11,758,6,367,5,391
"192.168.31.21",64752,84,34894,38,18136,46,16758
"192.168.31.21",64753,22,9608,9,2480,13,7128
"192.168.31.21",64754,21359,20793733,7742,476509,13617,20317224
"192.168.31.21",64755,13,4030,6,531,7,3499
"192.168.31.21",64756,10,1067,5,552,5,515
"192.168.31.21",64757,12,1818,6,959,6,859
"192.168.31.21",64758,12,1843,6,967,6,876
"192.168.31.21",64759,13,4030,6,531,7,3499
"192.168.31.21",64760,10,1067,5,552,5,515
"192.168.31.21",64761,12,1818,6,959,6,859
"192.168.31.21",64762,12,1843,6,967,6,876
"192.168.31.21",64763,12,1818,6,959,6,859
"192.168.31.21",64764,12,1843,6,967,6,876
"192.168.31.21",64765,12,1818,6,959,6,859
"192.168.31.21",64766,12,1843,6,967,6,876
"192.168.31.21",64767,12,1818,6,959,6,859
"192.168.31.21",64768,12,1843,6,967,6,876
"192.168.31.21",64769,12,1818,6,959,6,859
"192.168.31.21",64770,12,1843,6,967,6,876
"192.168.31.21",64771,10,945,5,500,5,445
"192.168.31.21",64772,9,891,4,446,5,445
"192.168.31.21",64773,12,1818,6,959,6,859
"192.168.31.21",64774,12,1843,6,967,6,876
"192.168.31.21",64775,12,1818,6,959,6,859
"192.168.31.21",64776,12,1843,6,967,6,876
"192.168.31.21",64777,12,1818,6,959,6,859
"192.168.31.21",64778,12,1843,6,967,6,876
"192.168.31.21",64779,12,1818,6,959,6,859
"192.168.31.21",64780,12,1843,6,967,6,876
"192.168.31.21",64781,12,1818,6,959,6,859
"192.168.31.21",64782,12,1843,6,967,6,876
"192.168.31.21",64783,11,1121,6,618,5,503
"192.168.31.21",64784,13,4030,6,531,7,3499
"192.168.31.21",64785,10,1067,5,552,5,515
"192.168.31.21",64786,11,1764,5,905,6,859
"192.168.31.21",64787,11,1789,5,913,6,876
"192.168.31.21",64788,13,4030,6,531,7,3499
"192.168.31.21",64789,10,1067,5,552,5,515
"192.168.31.21",64790,12,1818,6,959,6,859
"192.168.31.21",64791,12,1843,6,967,6,876
"192.168.31.21",64792,12,1818,6,959,6,859
"192.168.31.21",64793,12,1843,6,967,6,876
"192.168.31.21",64794,12,1818,6,959,6,859
"192.168.31.21",64795,12,1843,6,967,6,876
"192.168.31.21",64796,12,1818,6,959,6,859
"192.168.31.21",64797,12,1843,6,967,6,876
"192.168.31.21",64798,12,1818,6,959,6,859
"192.168.31.21",64799,12,1843,6,967,6,876
"192.168.31.21",64800,12,1818,6,959,6,859
"192.168.31.21",64801,12,1843,6,967,6,876
"192.168.31.21",64802,10,945,5,500,5,445
"192.168.31.21",64803,10,945,5,500,5,445
"192.168.31.21",64804,11,752,6,366,5,386
"192.168.31.21",64805,11,840,6,366,5,474
"192.168.31.21",64806,11,752,6,366,5,386
"192.168.31.21",64807,14,2993,7,1554,7,1439
"192.168.31.21",64808,13,4030,6,531,7,3499
"192.168.31.21",64809,10,1067,5,552,5,515
"192.168.31.21",64810,12,1818,6,959,6,859
"192.168.31.21",64811,12,1843,6,967,6,876
"192.168.31.21",64812,13,4030,6,531,7,3499
"192.168.31.21",64813,10,1067,5,552,5,515
"192.168.31.21",64814,12,1818,6,959,6,859
"192.168.31.21",64815,12,1843,6,967,6,876
"192.168.31.21",64816,12,1818,6,959,6,859
"192.168.31.21",64817,12,1843,6,967,6,876
"192.168.31.21",64818,12,1818,6,959,6,859
"192.168.31.21",64819,12,1843,6,967,6,876
"192.168.31.21",64820,12,1818,6,959,6,859
"192.168.31.21",64821,12,1843,6,967,6,876
"192.168.31.21",64822,12,1818,6,959,6,859
"192.168.31.21",64823,12,1843,6,967,6,876
"192.168.31.21",64824,10,945,5,500,5,445
"192.168.31.21",64825,10,945,5,500,5,445
"192.168.31.21",64826,12,1818,6,959,6,859
"192.168.31.21",64827,12,1843,6,967,6,876
"192.168.31.21",64828,51,27726,29,21529,22,6197
"192.168.31.21",64829,27,9071,15,3703,12,5368
"192.168.31.21",64830,13,4030,6,531,7,3499
"192.168.31.21",64831,10,1067,5,552,5,515
"192.168.31.21",64832,12,1818,6,959,6,859
"192.168.31.21",64833,12,1843,6,967,6,876
"192.168.31.21",64834,13,4030,6,531,7,3499
"192.168.31.21",64835,10,1067,5,552,5,515
"192.168.31.21",64836,12,1818,6,959,6,859
"192.168.31.21",64837,12,1843,6,967,6,876
"192.168.31.21",64838,12,1818,6,959,6,859
"192.168.31.21",64839,12,1843,6,967,6,876
"192.168.31.21",64840,12,1818,6,959,6,859
"192.168.31.21",64841,12,1843,6,967,6,876
"192.168.31.21",64842,12,1818,6,959,6,859
"192.168.31.21",64843,12,1843,6,967,6,876
"192.168.31.21",64844,12,1818,6,959,6,859
"192.168.31.21",64845,12,1843,6,967,6,876
"192.168.31.21",64846,10,945,5,500,5,445
"192.168.31.21",64847,10,945,5,500,5,445
"192.168.31.21",64848,12,1818,6,959,6,859
"192.168.31.21",64849,12,1843,6,967,6,876
"192.168.31.21",64850,12,1818,6,959,6,859
"192.168.31.21",64851,12,1843,6,967,6,876
"192.168.31.21",64852,12,1818,6,959,6,859
"192.168.31.21",64853,12,1843,6,967,6,876
"192.168.31.21",64854,12,1818,6,959,6,859
"192.168.31.21",64855,12,1843,6,967,6,876
"192.168.31.21",64856,12,1818,6,959,6,859
"192.168.31.21",64857,12,1843,6,967,6,876
"192.168.31.21",64858,11,726,6,367,5,359
"192.168.31.21",64859,11,714,6,367,5,347
"192.168.31.21",64860,11,758,6,367,5,391
"192.168.31.21",64861,13,4030,6,531,7,3499
"192.168.31.21",64862,10,1067,5,552,5,515
"192.168.31.21",64863,12,1818,6,959,6,859
"192.168.31.21",64864,12,1843,6,967,6,876
"192.168.31.21",64865,13,4030,6,531,7,3499
"192.168.31.21",64866,10,1067,5,552,5,515
"192.168.31.21",64867,12,1818,6,959,6,859
"192.168.31.21",64868,12,1843,6,967,6,876
"192.168.31.21",64869,12,1818,6,959,6,859
"192.168.31.21",64870,12,1843,6,967,6,876
"192.168.31.21",64871,12,1818,6,959,6,859
"192.168.31.21",64872,12,1843,6,967,6,876
"192.168.31.21",64873,11,1764,5,905,6,859
"192.168.31.21",64874,12,1843,6,967,6,876
"192.168.31.21",64875,12,1818,6,959,6,859
"192.168.31.21",64876,12,1843,6,967,6,876
"192.168.31.21",64877,10,945,5,500,5,445
"192.168.31.21",64878,10,945,5,500,5,445
"192.168.31.21",64879,12,1818,6,959,6,859
